ensembl_gene_id	rnorvegicus_homolog_ensembl_gene	rnorvegicus_homolog_dn	rnorvegicus_homolog_ds	rnorvegicus_homolog_orthology_type	dnds
ENSG00000153391	ENSRNOG00000016532	0.048	0.4947	ortholog_one2one	0.0970285021224985
ENSG00000153395	ENSRNOG00000017930	0.0627	0.8463	ortholog_one2one	0.0740872031194612
ENSG00000153406	ENSRNOG00000003794	0.0821	0.9061	ortholog_one2one	0.0906081006511423
ENSG00000153446	ENSRNOG00000021796	0.2751	1.1934	ortholog_one2one	0.230517848164907
ENSG00000153485	ENSRNOG00000008101	0.0327	0.3267	ortholog_one2one	0.100091827364555
ENSG00000153495	ENSRNOG00000033585	0.4746	2.5343	ortholog_one2one	0.187270646726907
ENSG00000153498	ENSRNOG00000054006	0.5945	1.0884	ortholog_one2one	0.546214626975377
ENSG00000153551	ENSRNOG00000010986	0.1037	0.6775	ortholog_one2one	0.153062730627306
ENSG00000153558	ENSRNOG00000027099	0.0201	0.6162	ortholog_one2one	0.0326192794547225
ENSG00000153560	ENSRNOG00000009729	0.0302	0.3188	ortholog_one2one	0.0947302383939774
ENSG00000153563	ENSRNOG00000007178	0.3904	1.0071	ortholog_one2one	0.387647701320624
ENSG00000153574	ENSRNOG00000005576	0.0464	0.3476	ortholog_one2one	0.133486766398159
ENSG00000153707	ENSRNOG00000005711	0.0104	0.3502	ortholog_one2one	0.0296973158195317
ENSG00000153714	ENSRNOG00000033740	0.044	0.6551	ortholog_one2one	0.0671653182720195
ENSG00000153721	ENSRNOG00000018052	0.0403	0.6208	ortholog_one2one	0.0649162371134021
ENSG00000153767	ENSRNOG00000026008	0.0367	0.4942	ortholog_one2one	0.0742614326183731
ENSG00000153774	ENSRNOG00000019326	0.0807	0.4823	ortholog_one2one	0.167323242794941
ENSG00000153786	ENSRNOG00000017342	0.0207	0.8745	ortholog_one2one	0.0236706689536878
ENSG00000153789	ENSRNOG00000021714	0.1817	1.3287	ortholog_one2one	0.136750206969218
ENSG00000153790	ENSRNOG00000010594	0.1622	0.644	ortholog_one2one	0.251863354037267
ENSG00000153802	ENSRNOG00000055991	0.2337	0.5375	ortholog_one2one	0.434790697674419
ENSG00000153814	ENSRNOG00000027026	0.0018	0.3373	ortholog_one2one	0.00533649570115624
ENSG00000153815	ENSRNOG00000013178	0.0062	0.5807	ortholog_one2one	0.0106767694162218
ENSG00000153820	ENSRNOG00000016388	0.1619	0.6214	ortholog_one2one	0.26054071451561
ENSG00000153822	ENSRNOG00000004713	0.04	0.9841	ortholog_one2one	0.0406462757849812
ENSG00000153823	ENSRNOG00000029735	0.1935	1.6327	ortholog_one2one	0.118515342683898
ENSG00000153827	ENSRNOG00000016963	0.0078	0.3243	ortholog_one2one	0.0240518038852914
ENSG00000153832	ENSRNOG00000017053	0.147	0.5055	ortholog_one2one	0.29080118694362
ENSG00000153879	ENSRNOG00000021144	0.0515	0.7007	ortholog_one2one	0.0734979306407878
ENSG00000153885	ENSRNOG00000021137	0.0093	0.6827	ortholog_one2one	0.0136223817196426
ENSG00000153898	ENSRNOG00000015089	0.1157	0.6539	ortholog_one2one	0.176938369781312
ENSG00000153902	ENSRNOG00000021087	0.0646	0.9983	ortholog_one2one	0.0647100070119203
ENSG00000153904	ENSRNOG00000014613	0.0351	0.4854	ortholog_one2one	0.0723114956736712
ENSG00000153922	ENSRNOG00000014434	0.0371	0.7501	ortholog_one2one	0.0494600719904013
ENSG00000153933	ENSRNOG00000002338	0.0516	0.5514	ortholog_one2one	0.0935799782372144
ENSG00000153956	ENSRNOG00000033531	0.0201	0.5116	ortholog_one2one	0.039288506645817
ENSG00000153975	ENSRNOG00000000398	0.1036	0.5717	ortholog_one2one	0.181213923386391
ENSG00000153976	ENSRNOG00000024591	0.0678	1.2442	ortholog_one2one	0.0544928468091947
ENSG00000153982	ENSRNOG00000060561	0.0744	0.5061	ortholog_one2one	0.147006520450504
ENSG00000153989	ENSRNOG00000000411	0.0577	0.3657	ortholog_one2one	0.157779600765655
ENSG00000153993	ENSRNOG00000007202	0.0375	0.4849	ortholog_one2one	0.0773355330996082
ENSG00000154001	ENSRNOG00000005045	0.001	0.1875	ortholog_one2one	0.00533333333333333
ENSG00000154007	ENSRNOG00000048832	0.07	0.5157	ortholog_one2one	0.135737832072911
ENSG00000154025	ENSRNOG00000002616	0.1079	0.8816	ortholog_one2one	0.12239110707804
ENSG00000154027	ENSRNOG00000046947	0.0429	0.6572	ortholog_one2one	0.0652769324406573
ENSG00000154040	ENSRNOG00000047436	0.2713	0.2974	ortholog_one2one	0.912239408204438
ENSG00000154059	ENSRNOG00000045844	0.0998	0.6352	ortholog_one2one	0.157115869017632
ENSG00000154065	ENSRNOG00000011856	0.0235	0.4759	ortholog_one2one	0.0493801218743434
ENSG00000154079	ENSRNOG00000028087	0.2229	0.6603	ortholog_one2one	0.337573830077238
ENSG00000154080	ENSRNOG00000015867	0.1356	0.7027	ortholog_one2one	0.192969972961434
ENSG00000154096	ENSRNOG00000006604	0.1881	0.8387	ortholog_one2one	0.224275664719208
ENSG00000154099	ENSRNOG00000015590	0.2993	1.6616	ortholog_one2one	0.180127587867116
ENSG00000154102	ENSRNOG00000017646	0.1556	0.8613	ortholog_one2one	0.180657146174388
ENSG00000154118	ENSRNOG00000018784	0.0324	0.8919	ortholog_one2one	0.0363269424823411
ENSG00000154122	ENSRNOG00000010960	0.0094	0.5789	ortholog_one2one	0.0162376921748143
ENSG00000154124	ENSRNOG00000012017	0.066	0.458	ortholog_one2one	0.14410480349345
ENSG00000154127	ENSRNOG00000008187	0.0161	0.6202	ortholog_one2one	0.0259593679458239
ENSG00000154134	ENSRNOG00000030016	0.0912	0.4872	ortholog_one2one	0.187192118226601
ENSG00000154143	ENSRNOG00000031675	0.0497	0.4552	ortholog_one2one	0.109182776801406
ENSG00000154146	ENSRNOG00000010688	0.0179	0.4758	ortholog_one2one	0.0376208490962589
ENSG00000154153	ENSRNOG00000057522	0.0348	0.4061	ortholog_one2one	0.0856931790199458
ENSG00000154162	ENSRNOG00000026392	0.0178	0.4908	ortholog_one2one	0.0362673186634067
ENSG00000154165	ENSRNOG00000039680	0.1424	0.6255	ortholog_one2one	0.227657873701039
ENSG00000154174	ENSRNOG00000001640	0.0432	0.4392	ortholog_one2one	0.0983606557377049
ENSG00000154175	ENSRNOG00000001627	0.0976	0.4335	ortholog_one2one	0.225144175317186
ENSG00000154188	ENSRNOG00000005854	0.01	0.4526	ortholog_one2one	0.0220945647370747
ENSG00000154222	ENSRNOG00000008634	0.1078	0.4024	ortholog_one2one	0.267892644135189
ENSG00000154227	ENSRNOG00000013823	0.1306	0.5382	ortholog_one2one	0.24266072092159
ENSG00000154229	ENSRNOG00000003491	0.0061	0.4979	ortholog_one2one	0.0122514561156859
ENSG00000154237	ENSRNOG00000012730	0.064	0.7263	ortholog_one2one	0.0881178576345863
ENSG00000154240	ENSRNOG00000024557	0.0778	0.5567	ortholog_one2one	0.139752110652057
ENSG00000154252	ENSRNOG00000022982	0.1902	3.1121	ortholog_one2one	0.0611162880370168
ENSG00000154258	ENSRNOG00000059326	0.14	0.5382	ortholog_one2one	0.260126347082869
ENSG00000154262	ENSRNOG00000046890	0.2099	0.7226	ortholog_one2one	0.290478826460006
ENSG00000154265	ENSRNOG00000004378	0.0526	0.6072	ortholog_one2one	0.0866271409749671
ENSG00000154269	ENSRNOG00000013791	0.1157	0.6171	ortholog_one2one	0.187489871981851
ENSG00000154274	ENSRNOG00000002191	0.3232	0.7548	ortholog_one2one	0.428192898781134
ENSG00000154277	ENSRNOG00000002343	0.0218	0.5711	ortholog_one2one	0.0381719488706006
ENSG00000154305	ENSRNOG00000059202	0.237	0.6654	ortholog_one2one	0.356176735798016
ENSG00000154309	ENSRNOG00000003635	0.0922	0.7502	ortholog_one2one	0.122900559850706
ENSG00000154310	ENSRNOG00000012422	0.006	0.44	ortholog_one2one	0.0136363636363636
ENSG00000154319	ENSRNOG00000011316	0.0987	0.9063	ortholog_one2one	0.108904336312479
ENSG00000154328	ENSRNOG00000010696	0.178	0.5841	ortholog_one2one	0.304742338640644
ENSG00000154330	ENSRNOG00000015406	0.0176	0.4378	ortholog_one2one	0.0402010050251256
ENSG00000154342	ENSRNOG00000003039	0.051	1.7877	ortholog_one2one	0.0285282765564692
ENSG00000154358	ENSRNOG00000058068	0.1116	0.9412	ortholog_one2one	0.118572035699108
ENSG00000154359	ENSRNOG00000053706	0.0655	0.5085	ortholog_one2one	0.128810226155359
ENSG00000154380	ENSRNOG00000031934	0.0461	0.4388	ortholog_one2one	0.105059252506837
ENSG00000154415	ENSRNOG00000059350	0.2233	0.5216	ortholog_one2one	0.428105828220859
ENSG00000154429	ENSRNOG00000017690	0.1636	0.7354	ortholog_one2one	0.222463965189013
ENSG00000154438	ENSRNOG00000060343	0.0725	0.4734	ortholog_one2one	0.153147444021969
ENSG00000154447	ENSRNOG00000010358	0.0498	0.4502	ortholog_one2one	0.110617503331853
ENSG00000154451	ENSRNOG00000032240	0.2442	0.7188	ortholog_one2one	0.339732888146912
ENSG00000154473	ENSRNOG00000020643	0.029	0.5307	ortholog_one2one	0.0546448087431694
ENSG00000154478	ENSRNOG00000047057	0.0212	0.9173	ortholog_one2one	0.0231113049166031
ENSG00000154479	ENSRNOG00000052954	0.1486	0.5281	ortholog_one2one	0.281386101117213
ENSG00000154485	ENSRNOG00000017756	0.1396	0.7357	ortholog_one2one	0.189751257305967
ENSG00000154493	ENSRNOG00000027542	0.2466	0.5215	ortholog_one2one	0.472866730584851
ENSG00000154511	ENSRNOG00000023533	0.0214	0.4796	ortholog_one2one	0.0446205170975813
ENSG00000154518	ENSRNOG00000001596	0.0215	0.1367	ortholog_one2one	0.157278712509144
ENSG00000154548	ENSRNOG00000051383	0.0522	0.6771	ortholog_one2one	0.0770934869295525
ENSG00000154553	ENSRNOG00000012658	0.0331	0.5499	ortholog_one2one	0.0601927623204219
ENSG00000154556	ENSRNOG00000013391	0.057	0.5717	ortholog_one2one	0.0997026412454084
ENSG00000154582	ENSRNOG00000051063	0.008	0.3126	ortholog_one2one	0.0255918106206014
ENSG00000154611	ENSRNOG00000030363	0.0243	0.5834	ortholog_one2one	0.0416523825848474
ENSG00000154639	ENSRNOG00000001557	0.0741	0.6862	ortholog_one2one	0.107986009909647
ENSG00000154640	ENSRNOG00000001555	0.0381	0.28	ortholog_one2one	0.136071428571429
ENSG00000154642	ENSRNOG00000001554	0.0871	0.6473	ortholog_one2one	0.134558937123436
ENSG00000154645	ENSRNOG00000001915	0.0303	0.6169	ortholog_one2one	0.0491165504944075
ENSG00000154646	ENSRNOG00000001916	0.1733	0.7266	ortholog_one2one	0.23850812001101
ENSG00000154654	ENSRNOG00000002126	0.0405	0.7801	ortholog_one2one	0.0519164209716703
ENSG00000154655	ENSRNOG00000025273	0.1521	0.6606	ortholog_one2one	0.230245231607629
ENSG00000154678	ENSRNOG00000012337	0.0245	0.5374	ortholog_one2one	0.0455898771864533
ENSG00000154719	ENSRNOG00000047563	0.1808	0.75	ortholog_one2one	0.241066666666667
ENSG00000154721	ENSRNOG00000042848	0.1351	0.6546	ortholog_one2one	0.206385578979529
ENSG00000154723	ENSRNOG00000001551	0.1088	0.3312	ortholog_one2one	0.328502415458937
ENSG00000154727	ENSRNOG00000053205	0.0083	0.4388	ortholog_one2one	0.0189152233363719
ENSG00000154734	ENSRNOG00000001607	0.1023	0.675	ortholog_one2one	0.151555555555556
ENSG00000154736	ENSRNOG00000057794	0.0477	0.5793	ortholog_one2one	0.0823407560849301
ENSG00000154743	ENSRNOG00000060175	0.1966	0.8335	ortholog_one2one	0.235872825434913
ENSG00000154764	ENSRNOG00000048782	0.0036	0.7447	ortholog_one2one	0.0048341614072781
ENSG00000154767	ENSRNOG00000008274	0.1619	0.5972	ortholog_one2one	0.271098459477562
ENSG00000154781	ENSRNOG00000010090	0.0903	0.4503	ortholog_one2one	0.200532978014657
ENSG00000154783	ENSRNOG00000010213	0.1595	0.9684	ortholog_one2one	0.164704667492772
ENSG00000154803	ENSRNOG00000003302	0.0344	0.8907	ortholog_one2one	0.0386213090827439
ENSG00000154813	ENSRNOG00000019727	0.0244	0.2518	ortholog_one2one	0.096902303415409
ENSG00000154814	ENSRNOG00000019760	0.1492	0.5506	ortholog_one2one	0.270977115873592
ENSG00000154822	ENSRNOG00000013368	0.0106	0.4801	ortholog_one2one	0.0220787335971673
ENSG00000154832	ENSRNOG00000014614	0.0158	0.5169	ortholog_one2one	0.0305668407815825
ENSG00000154839	ENSRNOG00000015275	0.1313	0.6216	ortholog_one2one	0.211229086229086
ENSG00000154845	ENSRNOG00000013733	0.0763	0.5995	ortholog_one2one	0.127272727272727
ENSG00000154856	ENSRNOG00000043304	0.0419	0.8996	ortholog_one2one	0.0465762561138284
ENSG00000154864	ENSRNOG00000038784	0.0453	0.7424	ortholog_one2one	0.0610183189655172
ENSG00000154889	ENSRNOG00000018648	0.1671	0.7851	ortholog_one2one	0.212839128773405
ENSG00000154914	ENSRNOG00000003785	0.1208	0.6282	ortholog_one2one	0.192295447309774
ENSG00000154920	ENSRNOG00000024420	0.2002	0.3933	ortholog_one2one	0.509026188660056
ENSG00000154928	ENSRNOG00000007865	0.0051	0.4366	ortholog_one2one	0.0116811726981219
ENSG00000154930	ENSRNOG00000007102	0.0708	0.6957	ortholog_one2one	0.101768003449763
ENSG00000154945	ENSRNOG00000002935	0.0356	0.2982	ortholog_one2one	0.119382964453387
ENSG00000154957	ENSRNOG00000003981	0.1246	0.5118	ortholog_one2one	0.243454474404064
ENSG00000154978	ENSRNOG00000006646	0.059	0.7828	ortholog_one2one	0.0753704649974451
ENSG00000154997	ENSRNOG00000038495	0.154	1.0721	ortholog_one2one	0.143643316854771
ENSG00000155008	ENSRNOG00000004512	0.1257	0.3512	ortholog_one2one	0.357915717539863
ENSG00000155011	ENSRNOG00000011360	0.0218	0.4611	ortholog_one2one	0.0472782476686185
ENSG00000155016	ENSRNOG00000011053	0.1293	0.7743	ortholog_one2one	0.166989538938396
ENSG00000155034	ENSRNOG00000001117	0.0406	1.4187	ortholog_one2one	0.028617748643124
ENSG00000155066	ENSRNOG00000014710	0.1985	0.9816	ortholog_one2one	0.202220863895681
ENSG00000155085	ENSRNOG00000037688	0.1731	1.1071	ortholog_one2one	0.156354439526691
ENSG00000155087	ENSRNOG00000006578	0.0186	1.0056	ortholog_one2one	0.0184964200477327
ENSG00000155090	ENSRNOG00000006118	0.0916	0.5509	ortholog_one2one	0.166273370847704
ENSG00000155093	ENSRNOG00000005003	0.1793	0.9183	ortholog_one2one	0.195252096264837
ENSG00000155096	ENSRNOG00000005333	0.0331	0.3102	ortholog_one2one	0.106705351386202
ENSG00000155097	ENSRNOG00000004846	0.0101	0.4676	ortholog_one2one	0.0215996578272027
ENSG00000155099	ENSRNOG00000006697	0.0187	0.4413	ortholog_one2one	0.0423748017221845
ENSG00000155100	ENSRNOG00000006636	0.0738	0.6674	ortholog_one2one	0.11057836379982
ENSG00000155111	ENSRNOG00000000583	0.0178	0.3885	ortholog_one2one	0.0458172458172458
ENSG00000155115	ENSRNOG00000000586	0.2105	0.7125	ortholog_one2one	0.295438596491228
ENSG00000155158	ENSRNOG00000042603	0.0585	0.5582	ortholog_one2one	0.104801146542458
ENSG00000155189	ENSRNOG00000028623	0.1102	0.4731	ortholog_one2one	0.232931726907631
ENSG00000155229	ENSRNOG00000046769	0.0665	0.4195	ortholog_one2one	0.158522050059595
ENSG00000155252	ENSRNOG00000014675	0.0224	0.3173	ortholog_one2one	0.0705956508036558
ENSG00000155256	ENSRNOG00000014903	0.0614	0.5411	ortholog_one2one	0.113472555904639
ENSG00000155265	ENSRNOG00000015051	0.0076	0.6726	ortholog_one2one	0.0112994350282486
ENSG00000155275	ENSRNOG00000008898	0.2061	0.9554	ortholog_one2one	0.215721163910404
ENSG00000155287	ENSRNOG00000016751	0.0142	0.2831	ortholog_one2one	0.0501589544330625
ENSG00000155304	ENSRNOG00000060979	0.049	0.4972	ortholog_one2one	0.0985518905872888
ENSG00000155307	ENSRNOG00000030930	0.1118	0.8259	ortholog_one2one	0.135367477902894
ENSG00000155324	ENSRNOG00000015225	0.1318	0.6128	ortholog_one2one	0.215078328981723
ENSG00000155329	ENSRNOG00000006943	0.2696	0.9892	ortholog_one2one	0.272543469470279
ENSG00000155330	ENSRNOG00000017090	0.0058	0.2132	ortholog_one2one	0.0272045028142589
ENSG00000155363	ENSRNOG00000012946	0.0438	0.5114	ortholog_one2one	0.0856472428627298
ENSG00000155367	ENSRNOG00000012481	0.0893	0.4659	ortholog_one2one	0.191672032625027
ENSG00000155368	ENSRNOG00000046889	0.3335	1.4888	ortholog_one2one	0.224005910800645
ENSG00000155380	ENSRNOG00000019996	0.0838	0.5089	ortholog_one2one	0.164668893692277
ENSG00000155393	ENSRNOG00000015459	0.0769	0.5694	ortholog_one2one	0.135054443273621
ENSG00000155438	ENSRNOG00000025701	0.2662	1.0307	ortholog_one2one	0.258271077908218
ENSG00000155463	ENSRNOG00000009713	0.1592	0.5803	ortholog_one2one	0.274340858176805
ENSG00000155465	ENSRNOG00000010296	0.043	0.4466	ortholog_one2one	0.0962830273175101
ENSG00000155506	ENSRNOG00000031544	0.0276	0.439	ortholog_one2one	0.062870159453303
ENSG00000155508	ENSRNOG00000002630	0.0033	0.5757	ortholog_one2one	0.00573215216258468
ENSG00000155511	ENSRNOG00000045816	0.043	0.5768	ortholog_one2one	0.0745492371705964
ENSG00000155530	ENSRNOG00000008775	0.171	0.5733	ortholog_one2one	0.298273155416013
ENSG00000155545	ENSRNOG00000013121	0.0305	0.4739	ortholog_one2one	0.0643595695294366
ENSG00000155561	ENSRNOG00000010852	0.0283	0.4959	ortholog_one2one	0.0570679572494454
ENSG00000155592	ENSRNOG00000024245	0.1054	0.5193	ortholog_one2one	0.202965530521856
ENSG00000155621	ENSRNOG00000027161	0.1048	0.5498	ortholog_one2one	0.190614769006912
ENSG00000155629	ENSRNOG00000013309	0.0777	0.686	ortholog_one2one	0.113265306122449
ENSG00000155636	ENSRNOG00000010595	0.0386	0.6289	ortholog_one2one	0.0613770074733662
ENSG00000155659	ENSRNOG00000038132	0.331	0.6358	ortholog_one2one	0.520603963510538
ENSG00000155660	ENSRNOG00000006228	0.0609	0.5977	ortholog_one2one	0.101890580558809
ENSG00000155666	ENSRNOG00000015180	0.1306	1.0198	ortholog_one2one	0.128064326338498
ENSG00000155714	ENSRNOG00000016292	0.2017	0.6001	ortholog_one2one	0.336110648225296
ENSG00000155719	ENSRNOG00000017487	0.1272	0.566	ortholog_one2one	0.224734982332155
ENSG00000155729	ENSRNOG00000027091	0.0991	0.4542	ortholog_one2one	0.21818582122413
ENSG00000155744	ENSRNOG00000025079	0.0263	0.3682	ortholog_one2one	0.0714285714285714
ENSG00000155749	ENSRNOG00000024917	0.2564	0.5237	ortholog_one2one	0.489593278594615
ENSG00000155754	ENSRNOG00000021002	1.0882	2.7888	ortholog_one2one	0.390203671830178
ENSG00000155755	ENSRNOG00000024085	0.1169	0.432	ortholog_one2one	0.270601851851852
ENSG00000155761	ENSRNOG00000037196	0.1781	0.6434	ortholog_one2one	0.276810693192415
ENSG00000155792	ENSRNOG00000004328	0.0108	0.5933	ortholog_one2one	0.0182032698466206
ENSG00000155827	ENSRNOG00000006087	0.0125	0.6502	ortholog_one2one	0.0192248538911104
ENSG00000155833	ENSRNOG00000022406	0.658	1.4907	ortholog_one2one	0.441403367545449
ENSG00000155846	ENSRNOG00000017503	0.1155	0.5508	ortholog_one2one	0.209694989106754
ENSG00000155849	ENSRNOG00000059705	0.0019	0.4952	ortholog_one2one	0.00383683360258481
ENSG00000155850	ENSRNOG00000018082	0.1083	0.503	ortholog_one2one	0.215308151093439
ENSG00000155858	ENSRNOG00000005450	0.0649	0.5483	ortholog_one2one	0.118365858106876
ENSG00000155868	ENSRNOG00000007053	0.0099	0.4401	ortholog_one2one	0.0224948875255624
ENSG00000155886	ENSRNOG00000008169	0.0555	0.4479	ortholog_one2one	0.123911587407904
ENSG00000155890	ENSRNOG00000048975	0.0628	0.8097	ortholog_one2one	0.0775595899715944
ENSG00000155893	ENSRNOG00000012480	0.0626	0.7371	ortholog_one2one	0.0849274182607516
ENSG00000155897	ENSRNOG00000004890	0.0128	0.454	ortholog_one2one	0.0281938325991189
ENSG00000155903	ENSRNOG00000011909	0.0566	0.4283	ortholog_one2one	0.132150361895867
ENSG00000155906	ENSRNOG00000019501	0.1125	0.6189	ortholog_one2one	0.181774115365972
ENSG00000155926	ENSRNOG00000056714	0.0988	0.8929	ortholog_one2one	0.110650688766939
ENSG00000155959	ENSRNOG00000050401	0.162	24.3361	ortholog_one2one	0.0066567773801061
ENSG00000155962	ENSRNOG00000000728	0.0416	0.3826	ortholog_one2one	0.108729743857815
ENSG00000155966	ENSRNOG00000052572	0.0603	0.4077	ortholog_one2one	0.147902869757174
ENSG00000155970	ENSRNOG00000012767	0.0407	0.3635	ortholog_one2one	0.111966987620358
ENSG00000155974	ENSRNOG00000004013	0.0294	0.4866	ortholog_one2one	0.0604192355117139
ENSG00000155975	ENSRNOG00000012001	0.0481	0.3756	ortholog_one2one	0.128061767838126
ENSG00000155980	ENSRNOG00000005299	0.0123	0.5317	ortholog_one2one	0.0231333458717322
ENSG00000156011	ENSRNOG00000013884	0.1108	0.5603	ortholog_one2one	0.197751204711762
ENSG00000156017	ENSRNOG00000012872	0.0163	0.2515	ortholog_one2one	0.0648111332007952
ENSG00000156026	ENSRNOG00000045920	0.0219	0.4752	ortholog_one2one	0.0460858585858586
ENSG00000156030	ENSRNOG00000010653	0.0822	0.5627	ortholog_one2one	0.146081393282388
ENSG00000156042	ENSRNOG00000007046	0.1064	0.7096	ortholog_one2one	0.149943630214205
ENSG00000156049	ENSRNOG00000014840	0.0142	0.6101	ortholog_one2one	0.023274872971644
ENSG00000156050	ENSRNOG00000011112	0.1272	0.5544	ortholog_one2one	0.229437229437229
ENSG00000156076	ENSRNOG00000004476	0.0391	0.358	ortholog_one2one	0.109217877094972
ENSG00000156097	ENSRNOG00000019738	0.016	0.386	ortholog_one2one	0.0414507772020725
ENSG00000156103	ENSRNOG00000005708	0.0089	0.4025	ortholog_one2one	0.022111801242236
ENSG00000156110	ENSRNOG00000012325	0.0707	0.5857	ortholog_one2one	0.120710261225884
ENSG00000156113	ENSRNOG00000005985	0.007	0.304	ortholog_one2one	0.0230263157894737
ENSG00000156127	ENSRNOG00000008588	0.0213	0.6086	ortholog_one2one	0.0349983568846533
ENSG00000156136	ENSRNOG00000003296	0.0395	0.4215	ortholog_one2one	0.0937129300118624
ENSG00000156140	ENSRNOG00000027463	0.0396	0.5265	ortholog_one2one	0.0752136752136752
ENSG00000156150	ENSRNOG00000018290	0.0437	0.448	ortholog_one2one	0.0975446428571429
ENSG00000156162	ENSRNOG00000025416	0.0647	0.4332	ortholog_one2one	0.149353647276085
ENSG00000156170	ENSRNOG00000040040	0.1167	0.5808	ortholog_one2one	0.200929752066116
ENSG00000156194	ENSRNOG00000052061	0.0867	0.598	ortholog_one2one	0.144983277591973
ENSG00000156206	ENSRNOG00000012301	0.1835	0.7019	ortholog_one2one	0.261433252600085
ENSG00000156218	ENSRNOG00000010840	0.0863	0.5561	ortholog_one2one	0.155187915842474
ENSG00000156219	ENSRNOG00000002256	0.3053	0.662	ortholog_one2one	0.461178247734139
ENSG00000156222	ENSRNOG00000018940	0.1005	0.6124	ortholog_one2one	0.164108425865447
ENSG00000156232	ENSRNOG00000028113	0.2201	0.6679	ortholog_one2one	0.329540350351849
ENSG00000156234	ENSRNOG00000024899	0.5195	0.3479	ortholog_one2one	1.4932451853981
ENSG00000156239	ENSRNOG00000001603	0.0616	0.6387	ortholog_one2one	0.0964459057460467
ENSG00000156253	ENSRNOG00000001599	0.077	0.5035	ortholog_one2one	0.152929493545184
ENSG00000156256	ENSRNOG00000001598	0.0902	0.4473	ortholog_one2one	0.201654370668455
ENSG00000156261	ENSRNOG00000001592	0.0162	0.5354	ortholog_one2one	0.0302577512140456
ENSG00000156265	ENSRNOG00000001584	0.2211	0.9266	ortholog_one2one	0.238614288797755
ENSG00000156273	ENSRNOG00000001582	0.1105	0.8393	ortholog_one2one	0.131657333492196
ENSG00000156282	ENSRNOG00000027691	0.1188	0.7317	ortholog_one2one	0.162361623616236
ENSG00000156284	ENSRNOG00000001571	0.0925	0.6657	ortholog_one2one	0.138951479645486
ENSG00000156299	ENSRNOG00000021569	0.0393	0.5883	ortholog_one2one	0.0668026517083121
ENSG00000156304	ENSRNOG00000002104	0.0504	0.356	ortholog_one2one	0.141573033707865
ENSG00000156313	ENSRNOG00000003013	0.324	0.8913	ortholog_one2one	0.363513968360821
ENSG00000156345	ENSRNOG00000017991	0.0318	0.6057	ortholog_one2one	0.0525012382367509
ENSG00000156381	ENSRNOG00000008056	0.0764	2.3218	ortholog_one2one	0.0329055043500732
ENSG00000156384	ENSRNOG00000012641	0.3047	0.6684	ortholog_one2one	0.455864751645721
ENSG00000156395	ENSRNOG00000028832	0.0195	0.5037	ortholog_one2one	0.0387135199523526
ENSG00000156414	ENSRNOG00000053631	0.0772	0.6534	ortholog_one2one	0.1181512090603
ENSG00000156453	ENSRNOG00000060410	0.0276	0.5992	ortholog_one2one	0.0460614152202937
ENSG00000156463	ENSRNOG00000018780	0.1026	0.4643	ortholog_one2one	0.220977816067198
ENSG00000156466	ENSRNOG00000007810	0.0655	0.6887	ortholog_one2one	0.0951067228110934
ENSG00000156469	ENSRNOG00000004492	0.1326	0.4573	ortholog_one2one	0.28996282527881
ENSG00000156471	ENSRNOG00000052289	0.0422	0.6167	ortholog_one2one	0.0684287335819685
ENSG00000156475	ENSRNOG00000018851	0.0045	0.2368	ortholog_one2one	0.0190033783783784
ENSG00000156486	ENSRNOG00000011369	0.0083	0.7067	ortholog_one2one	0.0117447290222159
ENSG00000156500	ENSRNOG00000028011	0.5762	0.736	ortholog_one2one	0.782880434782609
ENSG00000156502	ENSRNOG00000000392	0.0875	0.6078	ortholog_one2one	0.143961829549194
ENSG00000156509	ENSRNOG00000010459	0.2175	0.6841	ortholog_one2one	0.317935974272767
ENSG00000156510	ENSRNOG00000049045	0.2062	1.655	ortholog_one2one	0.124592145015106
ENSG00000156521	ENSRNOG00000024839	0.1085	1.058	ortholog_one2one	0.102551984877127
ENSG00000156535	ENSRNOG00000025332	0.1995	0.5574	ortholog_one2one	0.357911733046286
ENSG00000156564	ENSRNOG00000011803	0.0207	0.8724	ortholog_one2one	0.0237276478679505
ENSG00000156574	ENSRNOG00000000556	0.1127	0.7863	ortholog_one2one	0.143329517995676
ENSG00000156575	ENSRNOG00000037908	0.2871	0.4371	ortholog_one2one	0.656829100892244
ENSG00000156587	ENSRNOG00000030467	0.1576	0.8118	ortholog_one2one	0.194136486819414
ENSG00000156599	ENSRNOG00000006832	0.0094	0.2858	ortholog_one2one	0.032890132960112
ENSG00000156603	ENSRNOG00000006050	0.0272	0.548	ortholog_one2one	0.0496350364963504
ENSG00000156639	ENSRNOG00000059659	0.0286	0.3306	ortholog_one2one	0.0865093768905021
ENSG00000156642	ENSRNOG00000009029	0.0225	0.2299	ortholog_one2one	0.097868638538495
ENSG00000156650	ENSRNOG00000012850	0.0739	0.4211	ortholog_one2one	0.17549275706483
ENSG00000156671	ENSRNOG00000013236	0.028	0.4595	ortholog_one2one	0.0609357997823721
ENSG00000156675	ENSRNOG00000058940	0.0966	0.7521	ortholog_one2one	0.128440366972477
ENSG00000156687	ENSRNOG00000011858	0.0113	0.4528	ortholog_one2one	0.0249558303886926
ENSG00000156709	ENSRNOG00000006067	0.0418	0.2831	ortholog_one2one	0.147651006711409
