pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
CAL	LG4	94001	95000	0.0113372093023255	751	78	6880	20196
PAR	LG4	94001	95000	0.0227193289059769	586	130	5722	21354
LON	LG4	94001	95000	0.014552443712246	752	106	7284	19792
GRA	LG4	94001	95000	0.0	287	0	3517	23559
GRA	LG4	95001	96000	0.0012285551314115	861	28	22791	1793
ARI	LG4	95001	96000	0.0191334457959691	870	431	22526	2058
LON	LG4	95001	96000	0.0208579133659194	870	495	23732	852
PUN-Y	LG4	95001	96000	0.0212964487622811	878	776	36438	3072
CLV	LG4	95001	96000	0.0298394711992445	755	316	10590	2580
CAL	LG4	95001	96000	0.0224093440173842	878	495	22089	2495
PAR	LG4	95001	96000	0.0213747228381374	837	482	22550	2034
AUR	LG4	95001	96000	0.0209308859336954	878	447	21356	3228
PUN-R	LG4	95001	96000	0.0133646525190345	878	495	37038	2472
GRA	LG4	96001	97000	0.0069955482874534	894	154	22014	3550
CAL	LG4	96001	97000	0.0241486068111455	911	585	24225	1339
ARI	LG4	96001	97000	0.0203563383166086	911	497	24415	1149
LON	LG4	96001	97000	0.0154411461128772	911	374	24221	1343
AUR	LG4	96001	97000	0.0224962506248958	911	540	24004	1560
CLV	LG4	96001	97000	0.0371176775531363	816	358	9645	4050
PAR	LG4	96001	97000	0.0214890016920473	911	508	23640	1924
PUN-R	LG4	96001	97000	0.0128383067314365	911	481	37466	3619
PUN-Y	LG4	96001	97000	0.021395501739583	911	781	36503	4582
PUN-R	LG4	97001	98000	0.0089121283872665	711	271	30408	1722
PUN-Y	LG4	97001	98000	0.0074376735723178	711	233	31327	803
PAR	LG4	97001	98000	0.0045482737233822	710	88	19348	644
ARI	LG4	97001	98000	0.0054689192116092	711	101	18468	1524
CLV	LG4	97001	98000	0.0106512066873398	555	79	7417	3293
CAL	LG4	97001	98000	0.014383989993746	711	276	19188	804
GRA	LG4	97001	98000	0.0021067415730337	705	39	18512	1480
LON	LG4	97001	98000	0.0085026959767731	711	164	19288	704
AUR	LG4	97001	98000	0.0071953459889773	711	141	19596	396
PAR	LG4	98001	99000	0.000813390984203	857	19	23359	721
GRA	LG4	98001	99000	0.0016850350669459	857	37	21958	2122
PUN-R	LG4	98001	99000	0.0050112753695815	857	180	35919	2781
LON	LG4	98001	99000	0.0064957119809798	857	153	23554	526
CAL	LG4	98001	99000	0.0089840736875538	857	198	22039	2041
AUR	LG4	98001	99000	0.0048391204686306	857	114	23558	522
CLV	LG4	98001	99000	0.0063588960956377	657	50	7863	5037
ARI	LG4	98001	99000	0.0077565907936654	848	168	21659	2421
PUN-Y	LG4	98001	99000	0.0071327932370553	857	243	34068	4632
PUN-Y	LG4	99001	100000	0.0178973073709915	906	557	31122	10098
ARI	LG4	99001	100000	0.0120854035181952	815	180	14894	10754
GRA	LG4	99001	100000	0.0012275317843051	904	28	22810	2838
LON	LG4	99001	100000	0.0039073988487878	905	93	23801	1847
PAR	LG4	99001	100000	0.0031243402997677	905	74	23685	1963
PUN-R	LG4	99001	100000	0.004555473916238	906	155	34025	7195
AUR	LG4	99001	100000	0.0020358982881834	905	49	24068	1580
CAL	LG4	99001	100000	0.0143519041699627	906	254	17698	7950
CLV	LG4	99001	100000	0.0023163042079526	737	18	7771	5969
