pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
CAL	ARI	LG4	49001	50000	0.020662397438463	668	826	39976	2840
PUN-R	ARI	LG4	49001	50000	0.0188206854873521	668	872	46332	7188
PUN-R	AUR	LG4	49001	50000	0.0233977172958735	668	1066	45560	7960
GRA	CAL	LG4	49001	50000	0.0275573891886173	667	1042	37812	5004
GRA	CLV	LG4	49001	50000	0.0263980548801667	413	304	11516	20596
PAR	PUN-Y	LG4	49001	50000	0.0213033668864977	668	982	46096	7424
PAR	PUN-R	LG4	49001	50000	0.0232777179763186	668	1038	44592	8928
PAR	GRA	LG4	49001	50000	0.0278229742922225	667	1026	36876	5940
PAR	CAL	LG4	49001	50000	0.0199769898546177	668	764	38244	4572
PUN-Y	GRA	LG4	49001	50000	0.0285651214128035	667	1294	45300	8220
PUN-Y	CAL	LG4	49001	50000	0.0190011770640659	668	904	47576	5944
PUN-Y	CLV	LG4	49001	50000	0.0256224667052692	414	354	13816	26324
PUN-Y	ARI	LG4	49001	50000	0.0147488927885017	668	706	47868	5652
LON	CAL	LG4	49001	50000	0.0203928249323579	668	814	39916	2900
LON	CLV	LG4	49001	50000	0.0245596205962059	414	290	11808	20304
LON	ARI	LG4	49001	50000	0.0188735472335353	668	760	40268	2548
LON	AUR	LG4	49001	50000	0.0209620253164556	668	828	39500	3316
PAR	CLV	LG4	49001	50000	0.0254413291796469	414	294	11556	20556
PAR	ARI	LG4	49001	50000	0.0220854453294713	668	854	38668	4148
PAR	AUR	LG4	49001	50000	0.02081362346263	668	792	38052	4764
PUN-Y	PUN-R	LG4	49001	50000	0.0173714368608109	668	958	55148	11752
CAL	AUR	LG4	49001	50000	0.0199060841159657	668	780	39184	3632
CLV	ARI	LG4	49001	50000	0.0320424948594928	414	374	11672	20440
CLV	AUR	LG4	49001	50000	0.0240286298568507	414	282	11736	20376
ARI	AUR	LG4	49001	50000	0.0236575481256332	668	934	39480	3336
PUN-Y	AUR	LG4	49001	50000	0.0232518524827527	668	1092	46964	6556
PUN-R	GRA	LG4	49001	50000	0.0287142208087233	667	1264	44020	9500
PUN-R	CAL	LG4	49001	50000	0.0191187972538454	668	880	46028	7492
PUN-R	CLV	LG4	49001	50000	0.0291643297812675	414	416	14264	25876
LON	CAL	LG4	50001	51000	0.018099173553719	834	876	48400	5424
LON	CLV	LG4	50001	51000	0.032329169728141	435	528	16332	24036
LON	ARI	LG4	50001	51000	0.0196957236842105	834	958	48640	5184
LON	AUR	LG4	50001	51000	0.0234208367514356	833	1142	48760	5064
PAR	PUN-Y	LG4	50001	51000	0.0315009065009065	834	1946	61776	5504
PAR	PUN-R	LG4	50001	51000	0.0290181666897795	834	1674	57688	9592
PAR	GRA	LG4	50001	51000	0.0345707248416608	783	1572	45472	8352
PAR	CAL	LG4	50001	51000	0.027895452002238	834	1396	50044	3780
GRA	ARI	LG4	50001	51000	0.0274569042118357	783	1236	45016	8808
GRA	AUR	LG4	50001	51000	0.0267284390591589	782	1200	44896	8928
CAL	CLV	LG4	50001	51000	0.0293265749456915	435	486	16572	23796
CAL	ARI	LG4	50001	51000	0.0149617824036428	834	736	49192	4632
LON	PAR	LG4	50001	51000	0.0276808182482344	834	1364	49276	4548
LON	PUN-Y	LG4	50001	51000	0.0197495503896622	834	1186	60052	7228
LON	PUN-R	LG4	50001	51000	0.0188564476885644	834	1054	55896	11384
LON	GRA	LG4	50001	51000	0.0274354592066204	783	1220	44468	9356
PUN-Y	GRA	LG4	50001	51000	0.0279303367538661	783	1546	55352	11928
PUN-Y	CAL	LG4	50001	51000	0.0158190224570673	834	958	60560	6720
PUN-Y	CLV	LG4	50001	51000	0.0265744083433614	435	530	19944	30516
PUN-Y	ARI	LG4	50001	51000	0.0107621851488387	834	658	61140	6140
PUN-R	ARI	LG4	50001	51000	0.0146067415730337	834	832	56960	10320
PUN-R	AUR	LG4	50001	51000	0.017384572072072	833	988	56832	10448
GRA	CAL	LG4	50001	51000	0.0246122119609073	783	1098	44612	9212
GRA	CLV	LG4	50001	51000	0.0334193548387096	413	518	15500	24868
CAL	AUR	LG4	50001	51000	0.0157123187818903	833	776	49388	4436
CLV	ARI	LG4	50001	51000	0.0281119567886079	435	458	16292	24076
CLV	AUR	LG4	50001	51000	0.0330132052821128	434	550	16660	23708
ARI	AUR	LG4	50001	51000	0.0226887363746467	833	1124	49540	4284
PAR	CLV	LG4	50001	51000	0.0384889522451888	435	648	16836	23532
PAR	ARI	LG4	50001	51000	0.0309861398757368	834	1556	50216	3608
PAR	AUR	LG4	50001	51000	0.0310835519516654	833	1564	50316	3508
PUN-Y	PUN-R	LG4	50001	51000	0.0153069950401915	834	1074	70164	13936
PUN-Y	AUR	LG4	50001	51000	0.0232718440228451	833	1418	60932	6348
PUN-R	GRA	LG4	50001	51000	0.0249230769230769	783	1296	52000	15280
PUN-R	CAL	LG4	50001	51000	0.0128359264497878	834	726	56560	10720
PUN-R	CLV	LG4	50001	51000	0.0281571758772851	435	536	19036	31424
PUN-Y	GRA	LG4	51001	52000	0.0329918554339526	830	2074	62864	5696
PUN-Y	CAL	LG4	51001	52000	0.0117152680504265	826	736	62824	5736
PUN-Y	CLV	LG4	51001	52000	0.0330532730126488	760	1432	43324	8096
PUN-Y	ARI	LG4	51001	52000	0.0132246606621844	830	834	63064	5496
PUN-Y	AUR	LG4	51001	52000	0.0137146100006305	830	870	63436	5124
PUN-R	GRA	LG4	51001	52000	0.0369186410931427	850	2356	63816	4744
PUN-R	CAL	LG4	51001	52000	0.0182697137117026	846	1164	63712	4848
PUN-R	CLV	LG4	51001	52000	0.0356651060313963	760	1554	43572	7848
PAR	CLV	LG4	51001	52000	0.0446723646723646	760	1568	35100	6036
PAR	ARI	LG4	51001	52000	0.0294812249075021	851	1498	50812	4036
PAR	AUR	LG4	51001	52000	0.0244510200903286	851	1256	51368	3480
PUN-Y	PUN-R	LG4	51001	52000	0.0189517776869636	830	1484	78304	7396
GRA	ARI	LG4	51001	52000	0.0332559039876113	854	1718	51660	3188
GRA	AUR	LG4	51001	52000	0.029854740061162	854	1562	52320	2528
CAL	CLV	LG4	51001	52000	0.0304011819524946	760	1070	35196	5940
CAL	ARI	LG4	51001	52000	0.0120158656089594	850	618	51432	3416
CAL	AUR	LG4	51001	52000	0.0094368574497468	850	492	52136	2712
CLV	ARI	LG4	51001	52000	0.0319770773638968	760	1116	34900	6236
CLV	AUR	LG4	51001	52000	0.0328231292517006	760	1158	35280	5856
ARI	AUR	LG4	51001	52000	0.0142647852571516	854	740	51876	2972
LON	CAL	LG4	51001	52000	0.0107131685955583	843	548	51152	3696
LON	CLV	LG4	51001	52000	0.0323794322198153	760	1136	35084	6052
LON	ARI	LG4	51001	52000	0.0160385557399067	844	812	50628	4220
LON	AUR	LG4	51001	52000	0.0126681263684704	844	648	51152	3696
PUN-R	ARI	LG4	51001	52000	0.0203139717425431	850	1294	63700	4860
PUN-R	AUR	LG4	51001	52000	0.0194307778538954	850	1248	64228	4332
GRA	CAL	LG4	51001	52000	0.0310585171568627	850	1622	52224	2624
GRA	CLV	LG4	51001	52000	0.0454441522807819	760	1590	34988	6148
PAR	PUN-Y	LG4	51001	52000	0.0281360282322746	827	1754	62340	6220
PAR	PUN-R	LG4	51001	52000	0.0337164264397739	847	2124	62996	5564
PAR	GRA	LG4	51001	52000	0.0363679023932426	851	1860	51144	3704
PAR	CAL	LG4	51001	52000	0.023631938447044	847	1204	50948	3900
LON	PAR	LG4	51001	52000	0.0240660919540229	841	1206	50112	4736
LON	PUN-Y	LG4	51001	52000	0.0149071515774593	821	928	62252	6308
LON	PUN-R	LG4	51001	52000	0.0215522730166815	841	1354	62824	5736
LON	GRA	LG4	51001	52000	0.0320788670683045	844	1640	51124	3724
PUN-Y	GRA	LG4	52001	53000	0.0317400577091958	827	2024	63768	2472
PUN-Y	CAL	LG4	52001	53000	0.0154878199579572	827	1002	64696	1544
PUN-Y	CLV	LG4	52001	53000	0.0274743462429659	827	1328	48336	1344
PUN-Y	ARI	LG4	52001	53000	0.0150604295823157	827	962	63876	2364
LON	CAL	LG4	52001	53000	0.0169530708176003	827	880	51908	1084
LON	CLV	LG4	52001	53000	0.0281304841540208	827	1090	38748	996
LON	ARI	LG4	52001	53000	0.0156530564446873	827	802	51236	1756
LON	AUR	LG4	52001	53000	0.0208462252475247	827	1078	51712	1280
PAR	CLV	LG4	52001	53000	0.0241538300324845	827	922	38172	1572
PAR	ARI	LG4	52001	53000	0.0154614652711703	827	780	50448	2544
PAR	AUR	LG4	52001	53000	0.0150027491948786	827	764	50924	2068
PUN-Y	PUN-R	LG4	52001	53000	0.0207670956346202	827	1646	79260	3540
LON	PAR	LG4	52001	53000	0.0204041669930289	827	1042	51068	1924
LON	PUN-Y	LG4	52001	53000	0.0197164788906772	827	1274	64616	1624
LON	PUN-R	LG4	52001	53000	0.0250566607907328	827	1592	63536	2704
LON	GRA	LG4	52001	53000	0.0327022375215146	827	1672	51128	1864
PUN-Y	AUR	LG4	52001	53000	0.0170574370425505	827	1100	64488	1752
PUN-R	GRA	LG4	52001	53000	0.0346783961241792	827	2176	62748	3492
PUN-R	CAL	LG4	52001	53000	0.0215040241448692	827	1368	63616	2624
PUN-R	CLV	LG4	52001	53000	0.0322011098032621	827	1532	47576	2104
CAL	AUR	LG4	52001	53000	0.0134080370942812	827	694	51760	1232
CLV	ARI	LG4	52001	53000	0.0239064620524063	827	916	38316	1428
CLV	AUR	LG4	52001	53000	0.0261688043028547	827	1012	38672	1072
ARI	AUR	LG4	52001	53000	0.0152214744091407	827	778	51112	1880
PUN-R	ARI	LG4	52001	53000	0.0211796929740747	827	1330	62796	3444
PUN-R	AUR	LG4	52001	53000	0.0240348221044663	827	1524	63408	2832
GRA	CAL	LG4	52001	53000	0.0292854353768059	827	1500	51220	1772
GRA	CLV	LG4	52001	53000	0.0355611337726179	827	1360	38244	1500
PAR	PUN-Y	LG4	52001	53000	0.0167755717516964	827	1068	63664	2576
PAR	PUN-R	LG4	52001	53000	0.0208945686900958	827	1308	62600	3640
PAR	GRA	LG4	52001	53000	0.0286485199587334	827	1444	50404	2588
PAR	CAL	LG4	52001	53000	0.0154514160538256	827	790	51128	1864
GRA	ARI	LG4	52001	53000	0.0276964469415209	827	1400	50548	2444
GRA	AUR	LG4	52001	53000	0.0294601582699992	827	1504	51052	1940
CAL	CLV	LG4	52001	53000	0.0247320692497939	827	960	38816	928
CAL	ARI	LG4	52001	53000	0.0114628820960698	827	588	51296	1696
CAL	AUR	LG4	53001	54000	0.0124668128823733	625	432	34652	5988
CLV	ARI	LG4	53001	54000	0.0262295081967213	546	512	19520	10960
CLV	AUR	LG4	53001	54000	0.0289719626168224	544	558	19260	11220
ARI	AUR	LG4	53001	54000	0.0108319889375432	626	376	34712	5928
PUN-Y	AUR	LG4	53001	54000	0.0095391008689081	626	404	42352	8448
PUN-R	GRA	LG4	53001	54000	0.0204939569101418	483	468	22836	27964
PUN-R	CAL	LG4	53001	54000	0.0089939024390243	627	354	39360	11440
PUN-R	CLV	LG4	53001	54000	0.0276928609962237	545	616	22244	15856
GRA	ARI	LG4	53001	54000	0.0211583463338533	483	434	20512	20128
GRA	AUR	LG4	53001	54000	0.0224078997341435	479	472	21064	19576
CAL	CLV	LG4	53001	54000	0.0243652743652743	546	476	19536	10944
CAL	ARI	LG4	53001	54000	0.0062427071178529	628	214	34280	6360
PUN-R	ARI	LG4	53001	54000	0.0072022722661797	631	284	39432	11368
PUN-R	AUR	LG4	53001	54000	0.0123685528292438	625	494	39940	10860
GRA	CAL	LG4	53001	54000	0.0202464788732394	479	414	20448	20192
GRA	CLV	LG4	53001	54000	0.0312720848056537	442	354	11320	19160
PAR	CLV	LG4	53001	54000	0.0268456375838926	546	528	19668	10812
PAR	ARI	LG4	53001	54000	0.011088011088011	629	384	34632	6008
PAR	AUR	LG4	53001	54000	0.0116120218579234	626	408	35136	5504
PUN-Y	PUN-R	LG4	53001	54000	0.0071918657518392	631	348	48388	15112
PAR	PUN-Y	LG4	53001	54000	0.0100254165489974	629	426	42492	8308
PAR	PUN-R	LG4	53001	54000	0.0124837060062167	628	498	39892	10908
PAR	GRA	LG4	53001	54000	0.0250846107903643	480	504	20092	20548
PAR	CAL	LG4	53001	54000	0.0130208333333333	628	450	34560	6080
PUN-Y	GRA	LG4	53001	54000	0.0207790091264667	483	510	24544	26256
PUN-Y	CAL	LG4	53001	54000	0.0057608074652447	628	242	42008	8792
PUN-Y	CLV	LG4	53001	54000	0.0254687240749958	546	614	24108	13992
PUN-Y	ARI	LG4	53001	54000	0.004950966390555	632	208	42012	8788
LON	CAL	LG4	53001	54000	0.0181979021862757	626	576	31652	8988
LON	CLV	LG4	53001	54000	0.0337423312883435	546	594	17604	12876
LON	ARI	LG4	53001	54000	0.0174204991764854	627	550	31572	9068
LON	AUR	LG4	53001	54000	0.0139786282306163	624	450	32192	8448
LON	PAR	LG4	53001	54000	0.0184812672868996	627	588	31816	8824
LON	PUN-Y	LG4	53001	54000	0.0161021365294424	627	618	38380	12420
LON	PUN-R	LG4	53001	54000	0.0193768578663437	626	704	36332	14468
LON	GRA	LG4	53001	54000	0.0236528177704648	478	460	19448	21192
CAL	AUR	LG4	54001	55000	0.0193806842789086	787	716	36944	16240
CLV	ARI	LG4	54001	55000	0.0612079149438865	652	1658	27088	12800
CLV	AUR	LG4	54001	55000	0.0669020148097124	621	1554	23228	16660
ARI	AUR	LG4	54001	55000	0.0255442025766326	787	920	36016	17168
PAR	PUN-Y	LG4	54001	55000	0.0160850409119518	829	920	57196	9284
PAR	PUN-R	LG4	54001	55000	0.0185794920037629	829	1106	59528	6952
PAR	GRA	LG4	54001	55000	0.0410178198747792	591	1022	24916	28268
PAR	CAL	LG4	54001	55000	0.0159790126401144	829	804	50316	2868
GRA	ARI	LG4	54001	55000	0.0394073621506033	592	1032	26188	26996
GRA	AUR	LG4	54001	55000	0.0467322557976106	580	798	17076	36108
CAL	CLV	LG4	54001	55000	0.0587265165638892	652	1638	27892	11996
CAL	ARI	LG4	54001	55000	0.0135113965692801	830	690	51068	2116
PUN-Y	GRA	LG4	54001	55000	0.0370607028753993	592	1160	31300	35180
PUN-Y	CAL	LG4	54001	55000	0.0104011887072808	830	616	59224	7256
PUN-Y	CLV	LG4	54001	55000	0.0615524167422573	652	1900	30868	18992
PUN-Y	ARI	LG4	54001	55000	0.0123572170301142	830	714	57780	8700
PAR	CLV	LG4	54001	55000	0.0549537839399191	652	1522	27696	12192
PAR	ARI	LG4	54001	55000	0.0192574459404324	829	944	49020	4164
PAR	AUR	LG4	54001	55000	0.0258649093904448	786	942	36420	16764
PUN-Y	PUN-R	LG4	54001	55000	0.010661658480208	830	738	69220	13880
LON	CAL	LG4	54001	55000	0.0116410882455528	830	534	45872	7312
LON	CLV	LG4	54001	55000	0.0603002070393374	652	1398	23184	16704
LON	ARI	LG4	54001	55000	0.0189941144997324	830	852	44856	8328
LON	AUR	LG4	54001	55000	0.0193239716664595	787	622	32188	20996
PUN-R	ARI	LG4	54001	55000	0.0138701858335577	830	824	59408	7072
PUN-R	AUR	LG4	54001	55000	0.0240480961923847	787	1056	43912	22568
GRA	CAL	LG4	54001	55000	0.0319323960514507	592	854	26744	26440
GRA	CLV	LG4	54001	55000	0.0483993902439024	414	508	10496	29392
LON	PAR	LG4	54001	55000	0.0182843627763121	829	804	43972	9212
LON	PUN-Y	LG4	54001	55000	0.0125038473376423	830	650	51984	14496
LON	PUN-R	LG4	54001	55000	0.0154237795747229	830	824	53424	13056
LON	GRA	LG4	54001	55000	0.0302246646193631	592	748	24748	28436
PUN-Y	AUR	LG4	54001	55000	0.0218759074629755	787	904	41324	25156
PUN-R	GRA	LG4	54001	55000	0.0337550019362333	592	1046	30988	35492
PUN-R	CAL	LG4	54001	55000	0.0121351262709084	830	740	60980	5500
PUN-R	CLV	LG4	54001	55000	0.0621465527614005	652	2066	33244	16616
GRA	ARI	LG4	55001	56000	0.0202986868079993	808	946	46604	11252
GRA	AUR	LG4	55001	56000	0.012373649355176	725	142	11476	46380
CAL	CLV	LG4	55001	56000	0.0190489432703003	462	274	14384	29008
CAL	ARI	LG4	55001	56000	0.0155371411660254	900	840	54064	3792
LON	CAL	LG4	55001	56000	0.0063195691202872	903	352	55700	2156
LON	CLV	LG4	55001	56000	0.0237231370360033	462	340	14332	29060
LON	ARI	LG4	55001	56000	0.0182371963600812	900	970	53188	4668
LON	AUR	LG4	55001	56000	0.0185430463576158	735	224	12080	45776
PUN-Y	AUR	LG4	55001	56000	0.01482748788138	735	208	14028	58292
PUN-R	GRA	LG4	55001	56000	0.0233088947295614	811	1348	57832	14488
PUN-R	CAL	LG4	55001	56000	0.0055824669187145	903	378	67712	4608
PUN-R	CLV	LG4	55001	56000	0.0194333879653476	462	332	17084	37156
LON	PAR	LG4	55001	56000	0.0216881594372801	903	1184	54592	3264
LON	PUN-Y	LG4	55001	56000	0.0091088742049033	903	590	64772	7548
LON	PUN-R	LG4	55001	56000	0.0070747646741411	903	472	66716	5604
LON	GRA	LG4	55001	56000	0.0244436952124072	811	1160	47456	10400
PAR	CLV	LG4	55001	56000	0.0394922425952045	462	560	14180	29212
PAR	ARI	LG4	55001	56000	0.0247025154390721	900	1312	53112	4744
PAR	AUR	LG4	55001	56000	0.0242766877286331	735	292	12028	45828
PUN-Y	PUN-R	LG4	55001	56000	0.0073327920430325	903	578	78824	11576
CAL	AUR	LG4	55001	56000	0.0160383597883597	735	194	12096	45760
CLV	ARI	LG4	55001	56000	0.0274415986490289	462	390	14212	29180
CLV	AUR	LG4	55001	56000	0.0253929866989117	401	84	3308	40084
ARI	AUR	LG4	55001	56000	0.012982576016399	732	152	11708	46148
PUN-R	ARI	LG4	55001	56000	0.0172041018038052	900	1114	64752	7568
PUN-R	AUR	LG4	55001	56000	0.0169836956521739	735	250	14720	57600
GRA	CAL	LG4	55001	56000	0.0218450680557889	811	1040	47608	10248
GRA	CLV	LG4	55001	56000	0.0292899408284023	448	396	13520	29872
PUN-Y	GRA	LG4	55001	56000	0.0214901790244256	811	1186	55188	17132
PUN-Y	CAL	LG4	55001	56000	0.0075794324520979	903	500	65968	6352
PUN-Y	CLV	LG4	55001	56000	0.0211002260738507	462	336	15924	38316
PUN-Y	ARI	LG4	55001	56000	0.0138545431488174	900	874	63084	9236
PAR	PUN-Y	LG4	55001	56000	0.0217256362507759	903	1400	64440	7880
PAR	PUN-R	LG4	55001	56000	0.0221164276244425	903	1468	66376	5944
PAR	GRA	LG4	55001	56000	0.0310064384954252	811	1464	47216	10640
PAR	CAL	LG4	55001	56000	0.0193320349130779	903	1072	55452	2404
PUN-Y	AUR	LG4	56001	57000	0.008972753830561	888	602	67092	4588
PUN-R	GRA	LG4	56001	57000	0.0136863942834092	893	950	69412	2268
PUN-R	CAL	LG4	56001	57000	0.0059945665012993	893	406	67728	3952
PUN-R	CLV	LG4	56001	57000	0.0276961812840956	852	1320	47660	6100
PUN-R	ARI	LG4	56001	57000	0.0122173810645313	893	830	67936	3744
PUN-R	AUR	LG4	56001	57000	0.0103606831482144	888	694	66984	4696
GRA	CAL	LG4	56001	57000	0.0127879096127297	893	704	55052	2292
GRA	CLV	LG4	56001	57000	0.0264055394791236	852	1022	38704	4304
GRA	ARI	LG4	56001	57000	0.0127508512642179	893	704	55212	2132
GRA	AUR	LG4	56001	57000	0.0125652141964876	888	684	54436	2908
CAL	CLV	LG4	56001	57000	0.0273113708820403	852	1028	37640	5368
CAL	ARI	LG4	56001	57000	0.0101017603803015	893	544	53852	3492
PUN-Y	GRA	LG4	56001	57000	0.0125919963201471	893	876	69568	2112
PUN-Y	CAL	LG4	56001	57000	0.0060979202262416	893	414	67892	3788
PUN-Y	CLV	LG4	56001	57000	0.0276356621655623	852	1318	47692	6068
PUN-Y	ARI	LG4	56001	57000	0.0096950467124977	893	660	68076	3604
CAL	AUR	LG4	56001	57000	0.0085933966530981	888	456	53064	4280
CLV	ARI	LG4	56001	57000	0.028752642706131	852	1088	37840	5168
CLV	AUR	LG4	56001	57000	0.0283181085437936	847	1054	37220	5788
ARI	AUR	LG4	56001	57000	0.0113866967305524	888	606	53220	4124
PAR	PUN-Y	LG4	56001	57000	0.0100439967581336	893	694	69096	2584
PAR	PUN-R	LG4	56001	57000	0.0111691325790542	893	770	68940	2740
PAR	GRA	LG4	56001	57000	0.0132752837056598	893	744	56044	1300
PAR	CAL	LG4	56001	57000	0.0092098530809151	893	504	54724	2620
LON	CAL	LG4	56001	57000	0.0086544862785709	893	468	54076	3268
LON	CLV	LG4	56001	57000	0.0299073294018534	852	1136	37984	5024
LON	ARI	LG4	56001	57000	0.0130415561450044	893	708	54288	3056
LON	AUR	LG4	56001	57000	0.0091725945338824	888	490	53420	3924
LON	PAR	LG4	56001	57000	0.0120648302928991	893	664	55036	2308
LON	PUN-Y	LG4	56001	57000	0.0086605418690385	893	592	68356	3324
LON	PUN-R	LG4	56001	57000	0.0101819248826291	893	694	68160	3520
LON	GRA	LG4	56001	57000	0.0153035443586226	893	848	55412	1932
PAR	CLV	LG4	56001	57000	0.0272945098447754	852	1048	38396	4612
PAR	ARI	LG4	56001	57000	0.0125465022977605	893	688	54836	2508
PAR	AUR	LG4	56001	57000	0.0108735853243583	888	588	54076	3268
PUN-Y	PUN-R	LG4	56001	57000	0.0067090560568516	893	574	85556	4044
PUN-Y	AUR	LG4	57001	58000	0.0131213007202453	896	736	56092	15748
PUN-R	GRA	LG4	57001	58000	0.0214393179538615	895	1368	63808	8032
PUN-R	CAL	LG4	57001	58000	0.0044847389817384	896	278	61988	9852
PUN-R	CLV	LG4	57001	58000	0.015798786653185	381	250	15824	38056
PAR	PUN-Y	LG4	57001	58000	0.0274046404712305	896	1526	55684	16156
PAR	PUN-R	LG4	57001	58000	0.0269928566913205	896	1708	63276	8564
PAR	GRA	LG4	57001	58000	0.0260431654676259	895	1448	55600	1872
PAR	CAL	LG4	57001	58000	0.0278672559742302	896	1488	53396	4076
PAR	CLV	LG4	57001	58000	0.0138339920948616	381	182	13156	29948
PAR	ARI	LG4	57001	58000	0.0264458724666337	896	856	32368	25104
PAR	AUR	LG4	57001	58000	0.0264224699580136	896	1460	55256	2216
PUN-Y	PUN-R	LG4	57001	58000	0.009984544049459	896	646	64700	25100
CAL	AUR	LG4	57001	58000	0.0105591909577632	896	568	53792	3680
CLV	ARI	LG4	57001	58000	0.0169063350174893	381	174	10292	32812
CLV	AUR	LG4	57001	58000	0.0156107911488329	381	206	13196	29908
ARI	AUR	LG4	57001	58000	0.0152741994847258	896	498	32604	24868
LON	CAL	LG4	57001	58000	0.0151298993842919	896	806	53272	4200
LON	CLV	LG4	57001	58000	0.0162377450980392	381	212	13056	30048
LON	ARI	LG4	57001	58000	0.0186829448760636	896	606	32436	25036
LON	AUR	LG4	57001	58000	0.0163458045768252	896	900	55060	2412
LON	PAR	LG4	57001	58000	0.0197835149564835	896	1082	54692	2780
LON	PUN-Y	LG4	57001	58000	0.0176736834542711	896	984	55676	16164
LON	PUN-R	LG4	57001	58000	0.0153670307340614	896	968	62992	8848
LON	GRA	LG4	57001	58000	0.0206839092950807	895	1142	55212	2260
GRA	ARI	LG4	57001	58000	0.0255782645942969	895	836	32684	24788
GRA	AUR	LG4	57001	58000	0.020365722481176	895	1136	55780	1692
CAL	CLV	LG4	57001	58000	0.0144155437167032	381	184	12764	30340
CAL	ARI	LG4	57001	58000	0.0122718691000629	896	390	31780	25692
PUN-R	ARI	LG4	57001	58000	0.013985644922947	896	530	37896	33944
PUN-R	AUR	LG4	57001	58000	0.0118404522613065	896	754	63680	8160
GRA	CAL	LG4	57001	58000	0.0231522707034728	895	1248	53904	3568
GRA	CLV	LG4	57001	58000	0.0226586102719033	380	300	13240	29864
PUN-Y	GRA	LG4	57001	58000	0.0223763785129847	895	1258	56220	15620
PUN-Y	CAL	LG4	57001	58000	0.0083956591875641	896	458	54552	17288
PUN-Y	CLV	LG4	57001	58000	0.0179067184897279	381	258	14408	39472
PUN-Y	ARI	LG4	57001	58000	0.0123507375321938	896	422	34168	37672
PAR	CLV	LG4	58001	59000	0.0276356192425793	454	540	19540	23996
PAR	ARI	LG4	58001	59000	0.0148788096952243	896	744	50004	8044
PAR	AUR	LG4	58001	59000	0.0145082142095156	906	816	56244	1804
PUN-Y	PUN-R	LG4	58001	59000	0.0076358587861959	906	616	80672	10028
PUN-Y	AUR	LG4	58001	59000	0.0093614685613221	906	614	65588	6972
PUN-R	GRA	LG4	58001	59000	0.0157307269677867	906	1088	69164	3396
PUN-R	CAL	LG4	58001	59000	0.0058493214787084	906	400	68384	4176
PUN-R	CLV	LG4	58001	59000	0.0176520994001713	454	412	23340	31080
PAR	PUN-Y	LG4	58001	59000	0.0156556372549019	906	1022	65280	7280
PAR	PUN-R	LG4	58001	59000	0.0136910644729957	906	942	68804	3756
PAR	GRA	LG4	58001	59000	0.0177594657952688	906	1000	56308	1740
PAR	CAL	LG4	58001	59000	0.0107890383370495	906	600	55612	2436
PUN-R	ARI	LG4	58001	59000	0.0094199625782308	896	584	61996	10564
PUN-R	AUR	LG4	58001	59000	0.0059634089856415	906	412	69088	3472
GRA	CAL	LG4	58001	59000	0.0143297270187002	906	800	55828	2220
GRA	CLV	LG4	58001	59000	0.0205942622950819	454	402	19520	24016
PUN-Y	GRA	LG4	58001	59000	0.018285992929416	906	1200	65624	6936
PUN-Y	CAL	LG4	58001	59000	0.0072289897871293	906	470	65016	7544
PUN-Y	CLV	LG4	58001	59000	0.019280442804428	454	418	21680	32740
PUN-Y	ARI	LG4	58001	59000	0.0083178067607133	896	500	60112	12448
GRA	ARI	LG4	58001	59000	0.0191037172649844	896	960	50252	7796
GRA	AUR	LG4	58001	59000	0.0149639167963775	906	846	56536	1512
CAL	CLV	LG4	58001	59000	0.0136617677499482	454	264	19324	24212
CAL	ARI	LG4	58001	59000	0.0070258551469407	896	350	49816	8232
LON	PAR	LG4	58001	59000	0.0129601936908068	906	728	56172	1876
LON	PUN-Y	LG4	58001	59000	0.0079787234042553	906	522	65424	7136
LON	PUN-R	LG4	58001	59000	0.005137284495269	906	354	68908	3652
LON	GRA	LG4	58001	59000	0.0157435642862208	906	888	56404	1644
CAL	AUR	LG4	58001	59000	0.0072396243996846	906	404	55804	2244
CLV	ARI	LG4	58001	59000	0.0161749482401656	444	250	15456	28080
CLV	AUR	LG4	58001	59000	0.0163748712667353	454	318	19420	24116
ARI	AUR	LG4	58001	59000	0.0110686415034241	896	556	50232	7816
LON	CAL	LG4	58001	59000	0.0052098304110376	906	290	55664	2384
LON	CLV	LG4	58001	59000	0.0166222039811204	454	324	19492	24044
LON	ARI	LG4	58001	59000	0.0090654952076677	896	454	50080	7968
LON	AUR	LG4	58001	59000	0.0057871192217567	906	326	56332	1716
LON	CAL	LG4	59001	60000	0.0101439101439101	909	578	56980	1388
LON	CLV	LG4	59001	60000	0.0023084025854108	240	10	4332	39444
LON	ARI	LG4	59001	60000	0.0153892350424142	894	820	53284	5084
LON	AUR	LG4	59001	60000	0.0148638968481375	909	830	55840	2528
PUN-R	ARI	LG4	59001	60000	0.0182698124621899	894	1208	66120	6840
PUN-R	AUR	LG4	59001	60000	0.0131153223942685	909	908	69232	3728
GRA	CAL	LG4	59001	60000	0.0270763732421723	909	1394	51484	6884
GRA	CLV	LG4	59001	60000	0.0013812154696132	240	6	4344	39432
PAR	CLV	LG4	59001	60000	0.0065176908752327	240	28	4296	39480
PAR	ARI	LG4	59001	60000	0.0275838256732908	894	1438	52132	6236
PAR	AUR	LG4	59001	60000	0.0237240975324009	909	1296	54628	3740
PUN-Y	PUN-R	LG4	59001	60000	0.020513429997623	909	1726	84140	7060
